,TS代码,股票代码,股票名称,行业
142,000555.SZ,000555,神州信息,软件服务
143,000557.SZ,000557,西部创业,铁路
144,000558.SZ,000558,莱茵体育,文教休闲
145,000559.SZ,000559,万向钱潮,汽车配件
146,000560.SZ,000560,我爱我家,房产服务
147,000561.SZ,000561,烽火电子,通信设备
148,000563.SZ,000563,陕国投A,多元金融
149,000564.SZ,000564,*ST大集,百货
150,000565.SZ,000565,渝三峡A,染料涂料
151,000566.SZ,000566,海南海药,化学制药
152,000567.SZ,000567,海德股份,多元金融
153,000568.SZ,000568,泸州老窖,白酒
154,000570.SZ,000570,苏常柴A,机械基件
155,000571.SZ,000571,ST大洲,综合类
156,000572.SZ,000572,海马汽车,汽车整车
157,000573.SZ,000573,粤宏远A,区域地产
158,000576.SZ,000576,甘化科工,综合类
159,000581.SZ,000581,威孚高科,汽车配件
160,000582.SZ,000582,北部湾港,港口
161,000584.SZ,000584,哈工智能,专用机械
162,000585.SZ,000585,*ST东电,电气设备
163,000586.SZ,000586,汇源通信,通信设备
164,000587.SZ,000587,*ST金洲,批发业
165,000589.SZ,000589,贵州轮胎,汽车配件
166,000590.SZ,000590,启迪药业,中成药
167,000591.SZ,000591,太阳能,新型电力
168,000592.SZ,000592,平潭发展,林业
169,000593.SZ,000593,大通燃气,供气供热
170,000595.SZ,000595,*ST宝实,机械基件
171,000596.SZ,000596,古井贡酒,白酒
172,000597.SZ,000597,东北制药,化学制药
173,000598.SZ,000598,兴蓉环境,水务
174,000599.SZ,000599,青岛双星,汽车配件
175,000600.SZ,000600,建投能源,火力发电
176,000601.SZ,000601,韶能股份,水力发电
177,000603.SZ,000603,盛达资源,铅锌
178,000605.SZ,000605,渤海股份,水务
179,000606.SZ,000606,ST顺利,互联网
180,000607.SZ,000607,华媒控股,广告包装
181,000608.SZ,000608,阳光股份,区域地产
182,000609.SZ,000609,*ST中迪,区域地产
183,000610.SZ,000610,西安旅游,旅游服务
184,000611.SZ,000611,*ST天首,纺织
185,000612.SZ,000612,焦作万方,铝
186,000613.SZ,000613,*ST东海A,旅游服务
187,000615.SZ,000615,奥园美谷,化纤
188,000616.SZ,000616,ST海投,全国地产
189,000617.SZ,000617,中油资本,多元金融
190,000619.SZ,000619,海螺型材,其他建材
191,000620.SZ,000620,新华联,全国地产
192,000622.SZ,000622,恒立实业,汽车配件
193,000623.SZ,000623,吉林敖东,化学制药
194,000625.SZ,000625,长安汽车,汽车整车
195,000626.SZ,000626,远大控股,商贸代理
196,000627.SZ,000627,天茂集团,保险
197,000628.SZ,000628,高新发展,园区开发
198,000629.SZ,000629,攀钢钒钛,小金属
199,000630.SZ,000630,铜陵有色,铜
200,000631.SZ,000631,顺发恒业,区域地产
201,000632.SZ,000632,三木集团,综合类
202,000633.SZ,000633,合金投资,综合类
203,000635.SZ,000635,英力特,化工原料
204,000636.SZ,000636,风华高科,元器件
205,000637.SZ,000637,茂化实华,石油加工
206,000638.SZ,000638,*ST万方,软件服务
207,000639.SZ,000639,西王食品,食品
208,000650.SZ,000650,仁和药业,中成药
209,000651.SZ,000651,格力电器,家用电器
210,000652.SZ,000652,泰达股份,批发业
211,000655.SZ,000655,金岭矿业,普钢
212,000656.SZ,000656,金科股份,区域地产
213,000657.SZ,000657,中钨高新,小金属
214,000659.SZ,000659,珠海中富,广告包装
215,000661.SZ,000661,长春高新,生物制药
216,000663.SZ,000663,*ST永林,林业
217,000665.SZ,000665,湖北广电,影视音像
218,000666.SZ,000666,经纬纺机,多元金融
219,000667.SZ,000667,美好置业,全国地产
220,000668.SZ,000668,荣丰控股,区域地产
221,000669.SZ,000669,*ST金鸿,供气供热
222,000671.SZ,000671,阳光城,区域地产
223,000672.SZ,000672,上峰水泥,水泥
224,000673.SZ,000673,*ST当代,影视音像
225,000676.SZ,000676,智度股份,互联网
226,000677.SZ,000677,恒天海龙,化纤
227,000678.SZ,000678,襄阳轴承,机械基件
228,000679.SZ,000679,大连友谊,百货
229,000680.SZ,000680,山推股份,工程机械
230,000681.SZ,000681,视觉中国,互联网
231,000682.SZ,000682,东方电子,软件服务
232,000683.SZ,000683,远兴能源,化工原料
233,000685.SZ,000685,中山公用,水务
234,000686.SZ,000686,东北证券,证券
235,000687.SZ,000687,*ST华讯,通信设备
236,000688.SZ,000688,国城矿业,铅锌
237,000690.SZ,000690,宝新能源,火力发电
238,000691.SZ,000691,亚太实业,化工原料
239,000692.SZ,000692,惠天热电,供气供热
240,000695.SZ,000695,滨海能源,广告包装
241,000697.SZ,000697,炼石航空,航空
242,000698.SZ,000698,沈阳化工,化工原料
243,000700.SZ,000700,模塑科技,汽车配件
244,000701.SZ,000701,厦门信达,综合类
245,000702.SZ,000702,正虹科技,饲料
246,000703.SZ,000703,恒逸石化,化纤
247,000705.SZ,000705,浙江震元,医药商业
248,000707.SZ,000707,*ST双环,化工原料
249,000708.SZ,000708,中信特钢,特种钢
250,000709.SZ,000709,河钢股份,普钢
251,000710.SZ,000710,贝瑞基因,医疗保健
252,000711.SZ,000711,京蓝科技,软件服务
253,000712.SZ,000712,锦龙股份,证券
254,000713.SZ,000713,丰乐种业,种植业
255,000715.SZ,000715,中兴商业,百货
256,000716.SZ,000716,黑芝麻,食品
257,000717.SZ,000717,韶钢松山,普钢
258,000718.SZ,000718,苏宁环球,区域地产
259,000719.SZ,000719,中原传媒,出版业
260,000720.SZ,000720,新能泰山,区域地产
261,000721.SZ,000721,西安饮食,酒店餐饮
262,000722.SZ,000722,湖南发展,水力发电
263,000723.SZ,000723,美锦能源,焦炭加工
264,000725.SZ,000725,京东方A,元器件
265,000726.SZ,000726,鲁泰A,纺织
266,000727.SZ,000727,冠捷科技,元器件
267,000728.SZ,000728,国元证券,证券
268,000729.SZ,000729,燕京啤酒,啤酒
269,000731.SZ,000731,四川美丰,农药化肥
270,000732.SZ,000732,泰禾集团,区域地产
271,000733.SZ,000733,振华科技,元器件
272,000735.SZ,000735,罗牛山,农业综合
273,000736.SZ,000736,中交地产,全国地产
274,000737.SZ,000737,南风化工,日用化工
275,000738.SZ,000738,航发控制,航空
276,000739.SZ,000739,普洛药业,化学制药
277,000750.SZ,000750,国海证券,证券
278,000751.SZ,000751,锌业股份,铅锌
279,000752.SZ,000752,*ST西发,啤酒
280,000753.SZ,000753,漳州发展,汽车服务
281,000755.SZ,000755,山西路桥,路桥
282,000756.SZ,000756,新华制药,化学制药
283,000757.SZ,000757,浩物股份,汽车配件
284,000758.SZ,000758,中色股份,铅锌
285,000759.SZ,000759,中百集团,超市连锁
286,000761.SZ,000761,本钢板材,普钢
287,000762.SZ,000762,西藏矿业,小金属
288,000766.SZ,000766,通化金马,化学制药
289,000767.SZ,000767,晋控电力,火力发电
290,000768.SZ,000768,中航西飞,航空
291,000776.SZ,000776,广发证券,证券
292,000777.SZ,000777,中核科技,机械基件
293,000778.SZ,000778,新兴铸管,钢加工
294,000779.SZ,000779,甘咨询,建筑工程
295,000780.SZ,000780,*ST平能,煤炭开采
296,000782.SZ,000782,美达股份,化纤
297,000783.SZ,000783,长江证券,证券
298,000785.SZ,000785,居然之家,百货
299,000786.SZ,000786,北新建材,其他建材
300,000788.SZ,000788,北大医药,化学制药
301,000789.SZ,000789,万年青,水泥
302,000790.SZ,000790,华神科技,中成药
303,000791.SZ,000791,甘肃电投,水力发电
304,000793.SZ,000793,华闻集团,出版业
305,000795.SZ,000795,英洛华,矿物制品
306,000796.SZ,000796,凯撒旅业,旅游服务
307,000797.SZ,000797,中国武夷,全国地产
308,000798.SZ,000798,中水渔业,渔业
309,000799.SZ,000799,酒鬼酒,白酒
310,000800.SZ,000800,一汽解放,汽车整车
311,000801.SZ,000801,四川九洲,通信设备
312,000802.SZ,000802,ST北文,影视音像
313,000803.SZ,000803,北清环能,环境保护
314,000806.SZ,000806,*ST银河,生物制药
315,000807.SZ,000807,云铝股份,铝
316,000809.SZ,000809,铁岭新城,区域地产
317,000810.SZ,000810,创维数字,家用电器
318,000811.SZ,000811,冰轮环境,工程机械
319,000812.SZ,000812,陕西金叶,广告包装
320,000813.SZ,000813,德展健康,化学制药
321,000815.SZ,000815,美利云,造纸
322,000816.SZ,000816,智慧农业,农用机械
323,000818.SZ,000818,航锦科技,化工原料
324,000819.SZ,000819,岳阳兴长,石油加工
325,000820.SZ,000820,*ST节能,环境保护
326,000821.SZ,000821,京山轻机,轻工机械
327,000822.SZ,000822,山东海化,化工原料
328,000823.SZ,000823,超声电子,元器件
329,000825.SZ,000825,太钢不锈,特种钢
330,000826.SZ,000826,启迪环境,环境保护
331,000828.SZ,000828,东莞控股,路桥
332,000829.SZ,000829,天音控股,其他商业
333,000830.SZ,000830,鲁西化工,农药化肥
334,000831.SZ,000831,五矿稀土,小金属
335,000833.SZ,000833,粤桂股份,造纸
336,000835.SZ,000835,*ST长动,影视音像
337,000836.SZ,000836,富通信息,通信设备
338,000837.SZ,000837,秦川机床,机床制造
339,000838.SZ,000838,财信发展,区域地产
340,000839.SZ,000839,中信国安,综合类
341,000848.SZ,000848,承德露露,软饮料
342,000850.SZ,000850,华茂股份,纺织
343,000851.SZ,000851,高鸿股份,软件服务
344,000852.SZ,000852,石化机械,化工机械
345,000856.SZ,000856,冀东装备,机械基件
346,000858.SZ,000858,五粮液,白酒
347,000859.SZ,000859,国风塑业,塑料
348,000860.SZ,000860,顺鑫农业,白酒
349,000861.SZ,000861,海印股份,房产服务
350,000862.SZ,000862,银星能源,新型电力
351,000863.SZ,000863,三湘印象,区域地产
352,000868.SZ,000868,安凯客车,汽车整车
353,000869.SZ,000869,张裕A,红黄酒
354,000875.SZ,000875,吉电股份,火力发电
355,000876.SZ,000876,新希望,饲料
356,000877.SZ,000877,天山股份,水泥
357,000878.SZ,000878,云南铜业,铜
358,000880.SZ,000880,潍柴重机,机械基件
359,000881.SZ,000881,中广核技,综合类
360,000882.SZ,000882,华联股份,其他商业
361,000883.SZ,000883,湖北能源,火力发电
362,000885.SZ,000885,城发环境,路桥
363,000886.SZ,000886,海南高速,路桥
364,000887.SZ,000887,中鼎股份,橡胶
365,000888.SZ,000888,峨眉山A,旅游景点
366,000889.SZ,000889,中嘉博创,通信设备
367,000890.SZ,000890,法尔胜,钢加工
368,000892.SZ,000892,欢瑞世纪,影视音像
369,000893.SZ,000893,亚钾国际,农药化肥
370,000895.SZ,000895,双汇发展,食品
371,000897.SZ,000897,津滨发展,区域地产
372,000898.SZ,000898,鞍钢股份,普钢
373,000899.SZ,000899,赣能股份,火力发电
374,000900.SZ,000900,现代投资,路桥
375,000901.SZ,000901,航天科技,汽车配件
376,000902.SZ,000902,新洋丰,农药化肥
377,000903.SZ,000903,云内动力,机械基件
378,000905.SZ,000905,厦门港务,港口
379,000906.SZ,000906,浙商中拓,批发业
380,000908.SZ,000908,景峰医药,化学制药
381,000909.SZ,000909,数源科技,综合类
382,000910.SZ,000910,大亚圣象,家居用品
383,000911.SZ,000911,南宁糖业,食品
384,000912.SZ,000912,泸天化,农药化肥
385,000913.SZ,000913,钱江摩托,摩托车
386,000915.SZ,000915,华特达因,化学制药
387,000917.SZ,000917,电广传媒,影视音像
388,000918.SZ,000918,嘉凯城,全国地产
389,000919.SZ,000919,金陵药业,化学制药
390,000920.SZ,000920,南方汇通,环境保护
391,000921.SZ,000921,海信家电,家用电器
392,000922.SZ,000922,佳电股份,电气设备
393,000923.SZ,000923,河钢资源,普钢
394,000925.SZ,000925,众合科技,专用机械
395,000926.SZ,000926,福星股份,区域地产
396,000927.SZ,000927,中国铁物,仓储物流
397,000928.SZ,000928,中钢国际,建筑工程
398,000929.SZ,000929,兰州黄河,啤酒
399,000930.SZ,000930,中粮科技,农业综合
400,000931.SZ,000931,中关村,生物制药
401,000932.SZ,000932,华菱钢铁,普钢
402,000933.SZ,000933,神火股份,铝
403,000935.SZ,000935,四川双马,水泥
404,000936.SZ,000936,华西股份,化纤
405,000937.SZ,000937,冀中能源,煤炭开采
406,000938.SZ,000938,紫光股份,软件服务
407,000948.SZ,000948,南天信息,软件服务
408,000949.SZ,000949,新乡化纤,化纤
409,000950.SZ,000950,重药控股,医药商业
410,000951.SZ,000951,中国重汽,汽车整车
411,000952.SZ,000952,广济药业,化学制药
412,000953.SZ,000953,河化股份,农药化肥
413,000955.SZ,000955,欣龙控股,纺织
414,000957.SZ,000957,中通客车,汽车整车
415,000958.SZ,000958,东方能源,火力发电
416,000959.SZ,000959,首钢股份,普钢
417,000960.SZ,000960,锡业股份,小金属
418,000961.SZ,000961,中南建设,建筑工程
419,000962.SZ,000962,东方钽业,小金属
420,000963.SZ,000963,华东医药,化学制药
421,000965.SZ,000965,天保基建,区域地产
422,000966.SZ,000966,长源电力,火力发电
423,000967.SZ,000967,盈峰环境,环境保护
424,000968.SZ,000968,蓝焰控股,煤炭开采
425,000969.SZ,000969,安泰科技,钢加工
426,000970.SZ,000970,中科三环,元器件
427,000971.SZ,000971,ST高升,互联网
428,000972.SZ,000972,*ST中基,食品
429,000973.SZ,000973,佛塑科技,塑料
430,000975.SZ,000975,银泰黄金,黄金
431,000976.SZ,000976,华铁股份,运输设备
432,000977.SZ,000977,浪潮信息,IT设备
433,000978.SZ,000978,桂林旅游,旅游景点
434,000980.SZ,000980,*ST众泰,汽车配件
435,000981.SZ,000981,*ST银亿,汽车配件
436,000982.SZ,000982,中银绒业,纺织
437,000983.SZ,000983,山西焦煤,煤炭开采
438,000985.SZ,000985,大庆华科,化工原料
439,000987.SZ,000987,越秀金控,多元金融
440,000988.SZ,000988,华工科技,电器仪表
441,000989.SZ,000989,九芝堂,中成药
442,000990.SZ,000990,诚志股份,化工原料
443,000993.SZ,000993,闽东电力,水力发电
444,000995.SZ,000995,皇台酒业,白酒
445,000996.SZ,000996,中国中期,汽车服务
446,000997.SZ,000997,新大陆,软件服务
447,000998.SZ,000998,隆平高科,种植业
448,000999.SZ,000999,华润三九,中成药
449,001201.SZ,001201,东瑞股份,农业综合
450,001202.SZ,001202,炬申股份,仓储物流
451,001203.SZ,001203,大中矿业,普钢
452,001205.SZ,001205,盛航股份,水运
453,001206.SZ,001206,依依股份,造纸
454,001696.SZ,001696,宗申动力,摩托车
455,001872.SZ,001872,招商港口,港口
456,001896.SZ,001896,豫能控股,火力发电
457,001914.SZ,001914,招商积余,房产服务
458,001965.SZ,001965,招商公路,路桥
459,001979.SZ,001979,招商蛇口,全国地产
460,002001.SZ,002001,新和成,化学制药
461,002002.SZ,002002,鸿达兴业,化工原料
462,002003.SZ,002003,伟星股份,服饰
463,002004.SZ,002004,华邦健康,化学制药
464,002005.SZ,002005,ST德豪,家用电器
465,002006.SZ,002006,精功科技,专用机械
466,002007.SZ,002007,华兰生物,生物制药
467,002008.SZ,002008,大族激光,电器仪表
468,002009.SZ,002009,天奇股份,工程机械
469,002010.SZ,002010,传化智联,仓储物流
470,002011.SZ,002011,盾安环境,工程机械
471,002012.SZ,002012,凯恩股份,造纸
472,002013.SZ,002013,中航机电,航空
473,002014.SZ,002014,永新股份,塑料
474,002015.SZ,002015,协鑫能科,新型电力
475,002016.SZ,002016,世荣兆业,区域地产
476,002017.SZ,002017,东信和平,通信设备
477,002019.SZ,002019,亿帆医药,化学制药
478,002020.SZ,002020,京新药业,化学制药
479,002021.SZ,002021,ST中捷,纺织机械
480,002022.SZ,002022,科华生物,医疗保健
481,002023.SZ,002023,海特高新,航空
482,002024.SZ,002024,苏宁易购,电器连锁
483,002025.SZ,002025,航天电器,元器件
484,002026.SZ,002026,山东威达,机械基件
485,002027.SZ,002027,分众传媒,影视音像
486,002028.SZ,002028,思源电气,电气设备
487,002029.SZ,002029,七匹狼,服饰
488,002030.SZ,002030,达安基因,生物制药
489,002031.SZ,002031,巨轮智能,汽车配件
490,002032.SZ,002032,苏泊尔,家用电器
491,002033.SZ,002033,丽江股份,旅游景点
492,002034.SZ,002034,旺能环境,环境保护
493,002035.SZ,002035,华帝股份,家用电器
494,002036.SZ,002036,联创电子,元器件
495,002037.SZ,002037,保利联合,化工原料
496,002038.SZ,002038,双鹭药业,生物制药
497,002039.SZ,002039,黔源电力,水力发电
498,002040.SZ,002040,南京港,港口
499,002041.SZ,002041,登海种业,种植业
500,002042.SZ,002042,华孚时尚,纺织
501,002043.SZ,002043,兔宝宝,其他建材
502,002044.SZ,002044,美年健康,医疗保健
503,002045.SZ,002045,国光电器,元器件
504,002046.SZ,002046,国机精工,机械基件
505,002047.SZ,002047,宝鹰股份,装修装饰
506,002048.SZ,002048,宁波华翔,汽车配件
507,002049.SZ,002049,紫光国微,元器件
508,002050.SZ,002050,三花智控,机械基件
509,002051.SZ,002051,中工国际,建筑工程
510,002052.SZ,002052,ST同洲,通信设备
511,002053.SZ,002053,云南能投,食品
512,002054.SZ,002054,德美化工,化工原料
513,002055.SZ,002055,得润电子,元器件
514,002056.SZ,002056,横店东磁,元器件
515,002057.SZ,002057,中钢天源,元器件
516,002058.SZ,002058,*ST威尔,电器仪表
517,002059.SZ,002059,云南旅游,旅游景点
518,002060.SZ,002060,粤水电,建筑工程
519,002061.SZ,002061,浙江交科,建筑工程
520,002062.SZ,002062,宏润建设,建筑工程
521,002063.SZ,002063,远光软件,软件服务
522,002064.SZ,002064,华峰化学,化纤
523,002065.SZ,002065,东华软件,软件服务
524,002066.SZ,002066,瑞泰科技,其他建材
525,002067.SZ,002067,景兴纸业,造纸
526,002068.SZ,002068,黑猫股份,化工原料
527,002069.SZ,002069,獐子岛,渔业
528,002072.SZ,002072,*ST凯瑞,商贸代理
529,002073.SZ,002073,软控股份,软件服务
530,002074.SZ,002074,国轩高科,电气设备
531,002075.SZ,002075,沙钢股份,特种钢
532,002076.SZ,002076,ST雪莱,家用电器
533,002077.SZ,002077,大港股份,区域地产
534,002078.SZ,002078,太阳纸业,造纸
535,002079.SZ,002079,苏州固锝,半导体
536,002080.SZ,002080,中材科技,化纤
537,002081.SZ,002081,金螳螂,装修装饰
538,002082.SZ,002082,万邦德,中成药
539,002083.SZ,002083,孚日股份,纺织
540,002084.SZ,002084,海鸥住工,家居用品
541,002085.SZ,002085,万丰奥威,汽车配件
542,002086.SZ,002086,*ST东洋,渔业
543,002087.SZ,002087,新野纺织,纺织
544,002088.SZ,002088,鲁阳节能,矿物制品
545,002089.SZ,002089,ST新海,通信设备
546,002090.SZ,002090,金智科技,软件服务
547,002091.SZ,002091,江苏国泰,商贸代理
548,002092.SZ,002092,中泰化学,化工原料
549,002093.SZ,002093,国脉科技,电信运营
550,002094.SZ,002094,青岛金王,日用化工
551,002095.SZ,002095,生意宝,互联网
552,002096.SZ,002096,南岭民爆,化工原料
553,002097.SZ,002097,山河智能,工程机械
554,002098.SZ,002098,浔兴股份,服饰
555,002099.SZ,002099,海翔药业,化学制药
556,002100.SZ,002100,天康生物,饲料
557,002101.SZ,002101,广东鸿图,汽车配件
558,002102.SZ,002102,ST冠福,化学制药
559,002103.SZ,002103,广博股份,文教休闲
560,002104.SZ,002104,恒宝股份,元器件
561,002105.SZ,002105,信隆健康,文教休闲
562,002106.SZ,002106,莱宝高科,元器件
563,002107.SZ,002107,沃华医药,中成药
564,002108.SZ,002108,沧州明珠,塑料
565,002109.SZ,002109,兴化股份,化工原料
566,002110.SZ,002110,三钢闽光,普钢
567,002111.SZ,002111,威海广泰,航空
568,002112.SZ,002112,三变科技,电气设备
569,002113.SZ,002113,*ST天润,互联网
570,002114.SZ,002114,罗平锌电,铅锌
571,002115.SZ,002115,三维通信,互联网
572,002116.SZ,002116,中国海诚,建筑工程
573,002117.SZ,002117,东港股份,广告包装
574,002118.SZ,002118,紫鑫药业,中成药
575,002119.SZ,002119,康强电子,半导体
576,002120.SZ,002120,韵达股份,仓储物流
577,002121.SZ,002121,科陆电子,电器仪表
578,002122.SZ,002122,ST天马,机械基件
579,002123.SZ,002123,梦网科技,互联网
580,002124.SZ,002124,天邦股份,饲料
581,002125.SZ,002125,湘潭电化,化工原料
582,002126.SZ,002126,银轮股份,汽车配件
583,002127.SZ,002127,南极电商,互联网
584,002128.SZ,002128,露天煤业,煤炭开采
585,002129.SZ,002129,中环股份,半导体
586,002130.SZ,002130,沃尔核材,电气设备
587,002131.SZ,002131,利欧股份,互联网
588,002132.SZ,002132,恒星科技,钢加工
589,002133.SZ,002133,广宇集团,全国地产
590,002134.SZ,002134,天津普林,元器件
591,002135.SZ,002135,东南网架,建筑工程
592,002136.SZ,002136,安纳达,化工原料
593,002137.SZ,002137,实益达,通信设备
594,002138.SZ,002138,顺络电子,元器件
595,002139.SZ,002139,拓邦股份,元器件
596,002140.SZ,002140,东华科技,建筑工程
597,002141.SZ,002141,贤丰控股,元器件
598,002142.SZ,002142,宁波银行,银行
599,002144.SZ,002144,宏达高科,纺织
600,002145.SZ,002145,中核钛白,化工原料
601,002146.SZ,002146,荣盛发展,全国地产
602,002147.SZ,002147,*ST新光,区域地产
603,002148.SZ,002148,北纬科技,互联网
604,002149.SZ,002149,西部材料,小金属
605,002150.SZ,002150,通润装备,机械基件
606,002151.SZ,002151,北斗星通,通信设备
607,002152.SZ,002152,广电运通,IT设备
608,002153.SZ,002153,石基信息,软件服务
609,002154.SZ,002154,报喜鸟,服饰
610,002155.SZ,002155,湖南黄金,黄金
611,002156.SZ,002156,通富微电,半导体
612,002157.SZ,002157,正邦科技,饲料
613,002158.SZ,002158,汉钟精机,工程机械
614,002159.SZ,002159,三特索道,旅游服务
615,002160.SZ,002160,常铝股份,铝
616,002161.SZ,002161,远望谷,通信设备
617,002162.SZ,002162,悦心健康,医疗保健
618,002163.SZ,002163,海南发展,装修装饰
619,002164.SZ,002164,宁波东力,电气设备
620,002165.SZ,002165,红宝丽,化工原料
621,002166.SZ,002166,莱茵生物,中成药
622,002167.SZ,002167,东方锆业,小金属
623,002168.SZ,002168,惠程科技,互联网
624,002169.SZ,002169,智光电气,电气设备
625,002170.SZ,002170,芭田股份,农药化肥
626,002171.SZ,002171,楚江新材,铜
627,002172.SZ,002172,澳洋健康,化纤
628,002173.SZ,002173,创新医疗,医疗保健
629,002174.SZ,002174,游族网络,互联网
630,002175.SZ,002175,*ST东网,电器仪表
631,002176.SZ,002176,江特电机,电气设备
632,002177.SZ,002177,御银股份,IT设备
633,002178.SZ,002178,延华智能,建筑工程
634,002179.SZ,002179,中航光电,元器件
635,002180.SZ,002180,纳思达,IT设备
636,002181.SZ,002181,粤传媒,出版业
637,002182.SZ,002182,云海金属,小金属
638,002183.SZ,002183,怡亚通,仓储物流
639,002184.SZ,002184,海得控制,软件服务
640,002185.SZ,002185,华天科技,半导体
641,002186.SZ,002186,全聚德,酒店餐饮
642,002187.SZ,002187,广百股份,百货
643,002188.SZ,002188,*ST巴士,广告包装
644,002189.SZ,002189,中光学,元器件
645,002190.SZ,002190,成飞集成,汽车配件
646,002191.SZ,002191,劲嘉股份,广告包装
647,002192.SZ,002192,融捷股份,小金属
648,002193.SZ,002193,如意集团,纺织
649,002194.SZ,002194,武汉凡谷,通信设备
650,002195.SZ,002195,二三四五,软件服务
651,002196.SZ,002196,方正电机,纺织机械
652,002197.SZ,002197,证通电子,电器仪表
653,002198.SZ,002198,嘉应制药,中成药
654,002199.SZ,002199,东晶电子,元器件
655,002200.SZ,002200,ST云投,环境保护
656,002201.SZ,002201,九鼎新材,玻璃
657,002202.SZ,002202,金风科技,电气设备
658,002203.SZ,002203,海亮股份,铜
659,002204.SZ,002204,大连重工,专用机械
660,002205.SZ,002205,国统股份,其他建材
661,002206.SZ,002206,海利得,化纤
662,002207.SZ,002207,准油股份,石油开采
663,002208.SZ,002208,合肥城建,区域地产
664,002209.SZ,002209,达意隆,轻工机械
665,002210.SZ,002210,*ST飞马,仓储物流
666,002211.SZ,002211,宏达新材,橡胶
667,002212.SZ,002212,天融信,软件服务
668,002213.SZ,002213,大为股份,汽车配件
669,002214.SZ,002214,大立科技,电器仪表
670,002215.SZ,002215,诺普信,农药化肥
671,002216.SZ,002216,三全食品,食品
672,002217.SZ,002217,合力泰,元器件
673,002218.SZ,002218,拓日新能,电气设备
674,002219.SZ,002219,*ST恒康,中成药
675,002221.SZ,002221,东华能源,石油贸易
676,002222.SZ,002222,福晶科技,元器件
677,002223.SZ,002223,鱼跃医疗,医疗保健
678,002224.SZ,002224,三力士,橡胶
679,002225.SZ,002225,濮耐股份,其他建材
680,002226.SZ,002226,江南化工,化工原料
681,002227.SZ,002227,奥特迅,电气设备
682,002228.SZ,002228,合兴包装,广告包装
683,002229.SZ,002229,鸿博股份,广告包装
684,002230.SZ,002230,科大讯飞,软件服务
685,002231.SZ,002231,奥维通信,通信设备
686,002232.SZ,002232,启明信息,软件服务
687,002233.SZ,002233,塔牌集团,水泥
688,002234.SZ,002234,民和股份,农业综合
689,002235.SZ,002235,安妮股份,互联网
690,002236.SZ,002236,大华股份,电器仪表
691,002237.SZ,002237,恒邦股份,黄金
692,002238.SZ,002238,天威视讯,影视音像
693,002239.SZ,002239,奥特佳,汽车配件
694,002240.SZ,002240,盛新锂能,小金属
695,002241.SZ,002241,歌尔股份,元器件
696,002242.SZ,002242,九阳股份,家用电器
697,002243.SZ,002243,力合科创,塑料
698,002244.SZ,002244,滨江集团,区域地产
699,002245.SZ,002245,蔚蓝锂芯,仓储物流
700,002246.SZ,002246,北化股份,化工原料
701,002247.SZ,002247,聚力文化,造纸
702,002248.SZ,002248,华东数控,机床制造
703,002249.SZ,002249,大洋电机,电气设备
704,002250.SZ,002250,联化科技,化工原料
705,002251.SZ,002251,步步高,超市连锁
706,002252.SZ,002252,上海莱士,生物制药
707,002253.SZ,002253,川大智胜,软件服务
708,002254.SZ,002254,泰和新材,化纤
709,002255.SZ,002255,海陆重工,专用机械
710,002256.SZ,002256,*ST兆新,新型电力
711,002258.SZ,002258,利尔化学,农药化肥
712,002259.SZ,002259,*ST升达,供气供热
713,002261.SZ,002261,拓维信息,互联网
714,002262.SZ,002262,恩华药业,化学制药
715,002263.SZ,002263,大东南,塑料
716,002264.SZ,002264,新华都,超市连锁
717,002265.SZ,002265,西仪股份,汽车配件
718,002266.SZ,002266,浙富控股,环境保护
719,002267.SZ,002267,陕天然气,供气供热
720,002268.SZ,002268,卫士通,软件服务
721,002269.SZ,002269,美邦服饰,服饰
722,002270.SZ,002270,华明装备,电气设备
723,002271.SZ,002271,东方雨虹,其他建材
724,002272.SZ,002272,川润股份,机械基件
725,002273.SZ,002273,水晶光电,元器件
726,002274.SZ,002274,华昌化工,农药化肥
727,002275.SZ,002275,桂林三金,中成药
728,002276.SZ,002276,万马股份,电气设备
729,002277.SZ,002277,友阿股份,百货
730,002278.SZ,002278,神开股份,化工机械
731,002279.SZ,002279,久其软件,软件服务
732,002280.SZ,002280,联络互动,软件服务
733,002281.SZ,002281,光迅科技,通信设备
734,002282.SZ,002282,博深股份,轻工机械
735,002283.SZ,002283,天润工业,汽车配件
736,002284.SZ,002284,亚太股份,汽车配件
737,002285.SZ,002285,世联行,房产服务
738,002286.SZ,002286,保龄宝,食品
739,002287.SZ,002287,奇正藏药,中成药
740,002288.SZ,002288,超华科技,元器件
741,002289.SZ,002289,宇顺电子,元器件
742,002290.SZ,002290,禾盛新材,家用电器
743,002291.SZ,002291,星期六,服饰
744,002292.SZ,002292,奥飞娱乐,影视音像
745,002293.SZ,002293,罗莱生活,纺织
746,002294.SZ,002294,信立泰,化学制药
747,002295.SZ,002295,精艺股份,铜
748,002296.SZ,002296,辉煌科技,通信设备
749,002297.SZ,002297,博云新材,矿物制品
750,002298.SZ,002298,中电兴发,软件服务
751,002299.SZ,002299,圣农发展,农业综合
752,002300.SZ,002300,太阳电缆,电气设备
753,002301.SZ,002301,齐心集团,文教休闲
754,002302.SZ,002302,西部建设,水泥
755,002303.SZ,002303,美盈森,造纸
756,002304.SZ,002304,洋河股份,白酒
757,002305.SZ,002305,南国置业,区域地产
