,TS代码,股票代码,股票名称,行业
3285,601168.SH,601168,西部矿业,铜
3286,601169.SH,601169,北京银行,银行
3287,601177.SH,601177,杭齿前进,机械基件
3288,601179.SH,601179,中国西电,电气设备
3289,601186.SH,601186,中国铁建,建筑工程
3290,601187.SH,601187,厦门银行,银行
3291,601188.SH,601188,龙江交通,路桥
3292,601198.SH,601198,东兴证券,证券
3293,601199.SH,601199,江南水务,水务
3294,601200.SH,601200,上海环境,环境保护
3295,601208.SH,601208,东材科技,化工原料
3296,601211.SH,601211,国泰君安,证券
3297,601212.SH,601212,白银有色,铜
3298,601216.SH,601216,君正集团,化工原料
3299,601218.SH,601218,吉鑫科技,机械基件
3300,601222.SH,601222,林洋能源,电器仪表
3301,601225.SH,601225,陕西煤业,煤炭开采
3302,601226.SH,601226,华电重工,专用机械
3303,601228.SH,601228,广州港,港口
3304,601229.SH,601229,上海银行,银行
3305,601231.SH,601231,环旭电子,元器件
3306,601233.SH,601233,桐昆股份,化纤
3307,601236.SH,601236,红塔证券,证券
3308,601238.SH,601238,广汽集团,汽车整车
3309,601258.SH,601258,庞大集团,汽车服务
3310,601279.SH,601279,英利汽车,汽车配件
3311,601288.SH,601288,农业银行,银行
3312,601298.SH,601298,青岛港,港口
3313,601311.SH,601311,骆驼股份,电气设备
3314,601318.SH,601318,中国平安,保险
3315,601319.SH,601319,中国人保,保险
3316,601326.SH,601326,秦港股份,港口
3317,601328.SH,601328,交通银行,银行
3318,601330.SH,601330,绿色动力,环境保护
3319,601333.SH,601333,广深铁路,铁路
3320,601336.SH,601336,新华保险,保险
3321,601339.SH,601339,百隆东方,纺织
3322,601360.SH,601360,三六零,互联网
3323,601366.SH,601366,利群股份,百货
3324,601368.SH,601368,绿城水务,水务
3325,601369.SH,601369,陕鼓动力,机械基件
3326,601375.SH,601375,中原证券,证券
3327,601377.SH,601377,兴业证券,证券
3328,601388.SH,601388,怡球资源,铝
3329,601390.SH,601390,中国中铁,建筑工程
3330,601398.SH,601398,工商银行,银行
3331,601399.SH,601399,国机重装,工程机械
3332,601456.SH,601456,国联证券,证券
3333,601500.SH,601500,通用股份,汽车配件
3334,601512.SH,601512,中新集团,园区开发
3335,601515.SH,601515,东风股份,广告包装
3336,601518.SH,601518,吉林高速,路桥
3337,601519.SH,601519,大智慧,软件服务
3338,601555.SH,601555,东吴证券,证券
3339,601566.SH,601566,九牧王,服饰
3340,601567.SH,601567,三星医疗,电器仪表
3341,601568.SH,601568,北元集团,化工原料
3342,601577.SH,601577,长沙银行,银行
3343,601579.SH,601579,会稽山,红黄酒
3344,601588.SH,601588,北辰实业,区域地产
3345,601595.SH,601595,上海电影,影视音像
3346,601598.SH,601598,中国外运,仓储物流
3347,601599.SH,601599,浙文影业,纺织
3348,601600.SH,601600,中国铝业,铝
3349,601601.SH,601601,中国太保,保险
3350,601606.SH,601606,长城军工,专用机械
3351,601607.SH,601607,上海医药,医药商业
3352,601608.SH,601608,中信重工,专用机械
3353,601609.SH,601609,金田铜业,铜
3354,601611.SH,601611,中国核建,建筑工程
3355,601615.SH,601615,明阳智能,机械基件
3356,601616.SH,601616,广电电气,电气设备
3357,601618.SH,601618,中国中冶,建筑工程
3358,601619.SH,601619,嘉泽新能,新型电力
3359,601628.SH,601628,中国人寿,保险
3360,601633.SH,601633,长城汽车,汽车整车
3361,601636.SH,601636,旗滨集团,玻璃
3362,601658.SH,601658,邮储银行,银行
3363,601665.SH,601665,N齐银,银行
3364,601666.SH,601666,平煤股份,煤炭开采
3365,601668.SH,601668,中国建筑,建筑工程
3366,601669.SH,601669,中国电建,建筑工程
3367,601677.SH,601677,明泰铝业,铝
3368,601678.SH,601678,滨化股份,化工原料
3369,601686.SH,601686,友发集团,钢加工
3370,601688.SH,601688,华泰证券,证券
3371,601689.SH,601689,拓普集团,汽车配件
3372,601696.SH,601696,中银证券,证券
3373,601698.SH,601698,中国卫通,电信运营
3374,601699.SH,601699,潞安环能,煤炭开采
3375,601700.SH,601700,风范股份,电气设备
3376,601702.SH,601702,华峰铝业,铝
3377,601717.SH,601717,郑煤机,汽车配件
3378,601718.SH,601718,际华集团,服饰
3379,601727.SH,601727,上海电气,电气设备
3380,601766.SH,601766,中国中车,运输设备
3381,601777.SH,601777,力帆科技,摩托车
3382,601778.SH,601778,晶科科技,新型电力
3383,601788.SH,601788,光大证券,证券
3384,601789.SH,601789,宁波建工,建筑工程
3385,601798.SH,601798,蓝科高新,化工机械
3386,601799.SH,601799,星宇股份,汽车配件
3387,601800.SH,601800,中国交建,建筑工程
3388,601801.SH,601801,皖新传媒,出版业
3389,601808.SH,601808,中海油服,石油开采
3390,601811.SH,601811,新华文轩,出版业
3391,601816.SH,601816,京沪高铁,铁路
3392,601818.SH,601818,光大银行,银行
3393,601827.SH,601827,三峰环境,环境保护
3394,601828.SH,601828,美凯龙,其他商业
3395,601838.SH,601838,成都银行,银行
3396,601857.SH,601857,中国石油,石油开采
3397,601858.SH,601858,中国科传,出版业
3398,601860.SH,601860,紫金银行,银行
3399,601865.SH,601865,福莱特,玻璃
3400,601866.SH,601866,中远海发,水运
3401,601869.SH,601869,长飞光纤,通信设备
3402,601872.SH,601872,招商轮船,水运
3403,601877.SH,601877,正泰电器,电气设备
3404,601878.SH,601878,浙商证券,证券
3405,601880.SH,601880,辽港股份,港口
3406,601881.SH,601881,中国银河,证券
3407,601882.SH,601882,海天精工,机床制造
3408,601886.SH,601886,江河集团,装修装饰
3409,601888.SH,601888,中国中免,旅游服务
3410,601890.SH,601890,亚星锚链,船舶
3411,601898.SH,601898,中煤能源,煤炭开采
3412,601899.SH,601899,紫金矿业,黄金
3413,601900.SH,601900,南方传媒,出版业
3414,601901.SH,601901,方正证券,证券
3415,601908.SH,601908,京运通,新型电力
3416,601916.SH,601916,浙商银行,银行
3417,601918.SH,601918,新集能源,煤炭开采
3418,601919.SH,601919,中远海控,水运
3419,601928.SH,601928,凤凰传媒,出版业
3420,601929.SH,601929,吉视传媒,影视音像
3421,601933.SH,601933,永辉超市,超市连锁
3422,601939.SH,601939,建设银行,银行
3423,601949.SH,601949,中国出版,出版业
3424,601952.SH,601952,苏垦农发,种植业
3425,601956.SH,601956,东贝集团,机械基件
3426,601958.SH,601958,金钼股份,小金属
3427,601963.SH,601963,重庆银行,银行
3428,601965.SH,601965,中国汽研,汽车服务
3429,601966.SH,601966,玲珑轮胎,汽车配件
3430,601968.SH,601968,宝钢包装,广告包装
3431,601969.SH,601969,海南矿业,普钢
3432,601975.SH,601975,招商南油,水运
3433,601985.SH,601985,中国核电,新型电力
3434,601988.SH,601988,中国银行,银行
3435,601989.SH,601989,中国重工,船舶
3436,601990.SH,601990,南京证券,证券
3437,601991.SH,601991,大唐发电,火力发电
3438,601992.SH,601992,金隅集团,水泥
3439,601995.SH,601995,中金公司,证券
3440,601996.SH,601996,丰林集团,家居用品
3441,601997.SH,601997,贵阳银行,银行
3442,601998.SH,601998,中信银行,银行
3443,601999.SH,601999,出版传媒,出版业
3444,603000.SH,603000,人民网,互联网
3445,603001.SH,603001,奥康国际,服饰
3446,603002.SH,603002,宏昌电子,化工原料
3447,603003.SH,603003,龙宇燃油,石油贸易
3448,603005.SH,603005,晶方科技,半导体
3449,603006.SH,603006,联明股份,汽车配件
3450,603007.SH,603007,ST花王,建筑工程
3451,603008.SH,603008,喜临门,家居用品
3452,603009.SH,603009,北特科技,汽车配件
3453,603010.SH,603010,万盛股份,化工原料
3454,603011.SH,603011,合锻智能,机床制造
3455,603012.SH,603012,创力集团,专用机械
3456,603013.SH,603013,亚普股份,汽车配件
3457,603015.SH,603015,弘讯科技,电气设备
3458,603016.SH,603016,新宏泰,电气设备
3459,603017.SH,603017,中衡设计,建筑工程
3460,603018.SH,603018,华设集团,建筑工程
3461,603019.SH,603019,中科曙光,IT设备
3462,603020.SH,603020,爱普股份,食品
3463,603021.SH,603021,山东华鹏,玻璃
3464,603022.SH,603022,新通联,广告包装
3465,603023.SH,603023,威帝股份,汽车配件
3466,603025.SH,603025,大豪科技,白酒
3467,603026.SH,603026,石大胜华,化工原料
3468,603027.SH,603027,千禾味业,食品
3469,603028.SH,603028,赛福天,钢加工
3470,603029.SH,603029,天鹅股份,农用机械
3471,603030.SH,603030,全筑股份,装修装饰
3472,603031.SH,603031,安德利,百货
3473,603032.SH,603032,*ST德新,公共交通
3474,603033.SH,603033,三维股份,橡胶
3475,603035.SH,603035,常熟汽饰,汽车配件
3476,603036.SH,603036,如通股份,专用机械
3477,603037.SH,603037,凯众股份,汽车配件
3478,603038.SH,603038,华立股份,装修装饰
3479,603039.SH,603039,泛微网络,软件服务
3480,603040.SH,603040,新坐标,机械基件
3481,603041.SH,603041,美思德,化工原料
3482,603042.SH,603042,华脉科技,通信设备
3483,603043.SH,603043,广州酒家,食品
3484,603045.SH,603045,福达合金,电气设备
3485,603050.SH,603050,科林电气,电气设备
3486,603053.SH,603053,成都燃气,供气供热
3487,603055.SH,603055,台华新材,纺织
3488,603056.SH,603056,德邦股份,仓储物流
3489,603058.SH,603058,永吉股份,广告包装
3490,603059.SH,603059,倍加洁,家居用品
3491,603060.SH,603060,国检集团,建筑工程
3492,603063.SH,603063,禾望电气,电气设备
3493,603066.SH,603066,音飞储存,仓储物流
3494,603067.SH,603067,振华股份,化工原料
3495,603068.SH,603068,博通集成,半导体
3496,603069.SH,603069,海汽集团,公路
3497,603076.SH,603076,乐惠国际,专用机械
3498,603077.SH,603077,和邦生物,化工原料
3499,603078.SH,603078,江化微,化工原料
3500,603079.SH,603079,圣达生物,食品
3501,603080.SH,603080,新疆火炬,供气供热
3502,603081.SH,603081,大丰实业,专用机械
3503,603083.SH,603083,剑桥科技,通信设备
3504,603085.SH,603085,天成自控,汽车配件
3505,603086.SH,603086,先达股份,农药化肥
3506,603087.SH,603087,甘李药业,生物制药
3507,603088.SH,603088,宁波精达,专用机械
3508,603089.SH,603089,正裕工业,汽车配件
3509,603090.SH,603090,宏盛股份,专用机械
3510,603093.SH,603093,南华期货,多元金融
3511,603095.SH,603095,越剑智能,纺织机械
3512,603096.SH,603096,新经典,出版业
3513,603098.SH,603098,森特股份,装修装饰
3514,603099.SH,603099,长白山,旅游景点
3515,603100.SH,603100,川仪股份,电器仪表
3516,603101.SH,603101,汇嘉时代,百货
3517,603103.SH,603103,横店影视,影视音像
3518,603105.SH,603105,芯能科技,电气设备
3519,603106.SH,603106,恒银科技,IT设备
3520,603108.SH,603108,润达医疗,医药商业
3521,603109.SH,603109,神驰机电,电气设备
3522,603110.SH,603110,东方材料,染料涂料
3523,603111.SH,603111,康尼机电,运输设备
3524,603112.SH,603112,华翔股份,机械基件
3525,603113.SH,603113,金能科技,焦炭加工
3526,603115.SH,603115,海星股份,元器件
3527,603116.SH,603116,红蜻蜓,服饰
3528,603117.SH,603117,万林物流,仓储物流
3529,603118.SH,603118,共进股份,通信设备
3530,603121.SH,603121,华培动力,汽车配件
3531,603123.SH,603123,翠微股份,百货
3532,603126.SH,603126,中材节能,环境保护
3533,603127.SH,603127,昭衍新药,医疗保健
3534,603128.SH,603128,华贸物流,仓储物流
3535,603129.SH,603129,春风动力,摩托车
3536,603131.SH,603131,上海沪工,专用机械
3537,603133.SH,603133,碳元科技,元器件
3538,603136.SH,603136,天目湖,旅游景点
3539,603138.SH,603138,海量数据,软件服务
3540,603139.SH,603139,康惠制药,中成药
3541,603155.SH,603155,新亚强,化工原料
3542,603156.SH,603156,养元饮品,软饮料
3543,603157.SH,603157,*ST拉夏,服饰
3544,603158.SH,603158,腾龙股份,汽车配件
3545,603159.SH,603159,上海亚虹,专用机械
3546,603160.SH,603160,汇顶科技,元器件
3547,603161.SH,603161,科华控股,汽车配件
3548,603165.SH,603165,荣晟环保,造纸
3549,603166.SH,603166,福达股份,汽车配件
3550,603167.SH,603167,渤海轮渡,水运
3551,603168.SH,603168,莎普爱思,化学制药
3552,603169.SH,603169,兰石重装,专用机械
3553,603177.SH,603177,德创环保,环境保护
3554,603178.SH,603178,圣龙股份,汽车配件
3555,603179.SH,603179,新泉股份,汽车配件
3556,603180.SH,603180,金牌厨柜,家居用品
3557,603181.SH,603181,皇马科技,化工原料
3558,603183.SH,603183,建研院,建筑工程
3559,603185.SH,603185,上机数控,电气设备
3560,603186.SH,603186,华正新材,元器件
3561,603187.SH,603187,海容冷链,机械基件
3562,603188.SH,603188,亚邦股份,染料涂料
3563,603189.SH,603189,网达软件,软件服务
3564,603192.SH,603192,汇得科技,化工原料
3565,603195.SH,603195,公牛集团,电气设备
3566,603196.SH,603196,日播时尚,服饰
3567,603197.SH,603197,保隆科技,汽车配件
3568,603198.SH,603198,迎驾贡酒,白酒
3569,603199.SH,603199,九华旅游,旅游景点
3570,603200.SH,603200,上海洗霸,环境保护
3571,603203.SH,603203,快克股份,专用机械
3572,603208.SH,603208,江山欧派,家居用品
3573,603212.SH,603212,赛伍技术,塑料
3574,603214.SH,603214,爱婴室,百货
3575,603217.SH,603217,元利科技,化工原料
3576,603218.SH,603218,日月股份,工程机械
3577,603220.SH,603220,中贝通信,通信设备
3578,603221.SH,603221,爱丽家居,家居用品
3579,603222.SH,603222,济民医疗,化学制药
3580,603223.SH,603223,恒通股份,供气供热
3581,603225.SH,603225,新凤鸣,化纤
3582,603226.SH,603226,菲林格尔,家居用品
3583,603227.SH,603227,雪峰科技,化工原料
3584,603228.SH,603228,景旺电子,元器件
3585,603229.SH,603229,奥翔药业,化学制药
3586,603232.SH,603232,格尔软件,软件服务
3587,603233.SH,603233,大参林,医药商业
3588,603236.SH,603236,移远通信,通信设备
3589,603238.SH,603238,诺邦股份,纺织
3590,603239.SH,603239,浙江仙通,汽车配件
3591,603256.SH,603256,宏和科技,玻璃
3592,603258.SH,603258,电魂网络,互联网
3593,603259.SH,603259,药明康德,化学制药
3594,603260.SH,603260,合盛硅业,化工原料
3595,603266.SH,603266,天龙股份,塑料
3596,603267.SH,603267,鸿远电子,元器件
3597,603268.SH,603268,松发股份,陶瓷
3598,603269.SH,603269,海鸥股份,机械基件
3599,603277.SH,603277,银都股份,专用机械
3600,603278.SH,603278,大业股份,钢加工
3601,603279.SH,603279,景津环保,环境保护
3602,603283.SH,603283,赛腾股份,专用机械
3603,603286.SH,603286,日盈电子,汽车配件
3604,603288.SH,603288,海天味业,食品
3605,603289.SH,603289,泰瑞机器,专用机械
3606,603290.SH,603290,斯达半导,半导体
3607,603297.SH,603297,永新光学,电器仪表
3608,603298.SH,603298,杭叉集团,专用机械
3609,603299.SH,603299,苏盐井神,食品
3610,603300.SH,603300,华铁应急,多元金融
3611,603301.SH,603301,振德医疗,医疗保健
3612,603303.SH,603303,得邦照明,家用电器
3613,603305.SH,603305,旭升股份,汽车配件
3614,603306.SH,603306,华懋科技,汽车配件
3615,603308.SH,603308,应流股份,专用机械
3616,603309.SH,603309,维力医疗,医疗保健
3617,603311.SH,603311,金海高科,专用机械
3618,603313.SH,603313,梦百合,家居用品
3619,603315.SH,603315,福鞍股份,机械基件
3620,603316.SH,603316,诚邦股份,建筑工程
3621,603317.SH,603317,天味食品,食品
3622,603318.SH,603318,水发燃气,专用机械
3623,603319.SH,603319,湘油泵,汽车配件
3624,603320.SH,603320,迪贝电气,机械基件
3625,603321.SH,603321,梅轮电梯,运输设备
3626,603322.SH,603322,超讯通信,通信设备
3627,603323.SH,603323,苏农银行,银行
3628,603324.SH,603324,盛剑环境,环境保护
3629,603326.SH,603326,我乐家居,家居用品
3630,603327.SH,603327,福蓉科技,元器件
3631,603328.SH,603328,依顿电子,元器件
3632,603329.SH,603329,上海雅仕,仓储物流
3633,603330.SH,603330,上海天洋,塑料
3634,603331.SH,603331,百达精工,专用机械
3635,603332.SH,603332,苏州龙杰,化纤
3636,603333.SH,603333,尚纬股份,电气设备
3637,603335.SH,603335,迪生力,汽车配件
3638,603336.SH,603336,宏辉果蔬,农业综合
3639,603337.SH,603337,杰克股份,纺织机械
3640,603338.SH,603338,浙江鼎力,专用机械
3641,603339.SH,603339,四方科技,专用机械
3642,603345.SH,603345,安井食品,食品
3643,603348.SH,603348,文灿股份,汽车配件
3644,603351.SH,603351,威尔药业,化学制药
3645,603353.SH,603353,和顺石油,石油贸易
3646,603355.SH,603355,莱克电气,家用电器
3647,603356.SH,603356,华菱精工,运输设备
3648,603357.SH,603357,设计总院,建筑工程
3649,603358.SH,603358,华达科技,汽车配件
3650,603359.SH,603359,东珠生态,环境保护
3651,603360.SH,603360,百傲化学,化工原料
3652,603363.SH,603363,傲农生物,饲料
3653,603365.SH,603365,水星家纺,纺织
3654,603366.SH,603366,日出东方,家用电器
3655,603367.SH,603367,辰欣药业,化学制药
3656,603368.SH,603368,柳药股份,医药商业
3657,603369.SH,603369,今世缘,白酒
3658,603377.SH,603377,东方时尚,汽车服务
3659,603378.SH,603378,亚士创能,染料涂料
3660,603379.SH,603379,三美股份,化工原料
3661,603380.SH,603380,易德龙,元器件
3662,603383.SH,603383,顶点软件,软件服务
3663,603385.SH,603385,惠达卫浴,家居用品
3664,603386.SH,603386,广东骏亚,元器件
3665,603387.SH,603387,基蛋生物,医疗保健
3666,603388.SH,603388,元成股份,建筑工程
3667,603389.SH,603389,亚振家居,家居用品
3668,603390.SH,603390,通达电气,汽车配件
3669,603392.SH,603392,万泰生物,医疗保健
3670,603393.SH,603393,新天然气,供气供热
3671,603396.SH,603396,金辰股份,专用机械
3672,603398.SH,603398,邦宝益智,文教休闲
3673,603399.SH,603399,吉翔股份,小金属
3674,603408.SH,603408,建霖家居,家居用品
3675,603416.SH,603416,信捷电气,电气设备
3676,603421.SH,603421,鼎信通讯,通信设备
3677,603429.SH,603429,集友股份,广告包装
3678,603439.SH,603439,贵州三力,中成药
3679,603444.SH,603444,吉比特,互联网
3680,603456.SH,603456,九洲药业,化学制药
3681,603458.SH,603458,勘设股份,建筑工程
3682,603466.SH,603466,风语筑,文教休闲
3683,603477.SH,603477,巨星农牧,纺织
3684,603486.SH,603486,科沃斯,家用电器
3685,603488.SH,603488,展鹏科技,电气设备
3686,603489.SH,603489,八方股份,电气设备
3687,603496.SH,603496,恒为科技,IT设备
3688,603499.SH,603499,翔港科技,广告包装
3689,603500.SH,603500,祥和实业,运输设备
3690,603501.SH,603501,韦尔股份,半导体
3691,603505.SH,603505,金石资源,矿物制品
3692,603506.SH,603506,南都物业,房产服务
3693,603507.SH,603507,振江股份,钢加工
3694,603508.SH,603508,思维列控,软件服务
3695,603511.SH,603511,爱慕股份,服饰
3696,603515.SH,603515,欧普照明,电气设备
3697,603516.SH,603516,淳中科技,通信设备
3698,603517.SH,603517,绝味食品,食品
3699,603518.SH,603518,锦泓集团,服饰
3700,603519.SH,603519,立霸股份,家用电器
3701,603520.SH,603520,司太立,化学制药
3702,603527.SH,603527,众源新材,铜
3703,603528.SH,603528,多伦科技,软件服务
3704,603529.SH,603529,爱玛科技,摩托车
3705,603530.SH,603530,神马电力,电气设备
3706,603533.SH,603533,掌阅科技,互联网
3707,603535.SH,603535,嘉诚国际,仓储物流
3708,603536.SH,603536,惠发食品,食品
3709,603538.SH,603538,美诺华,化学制药
3710,603551.SH,603551,奥普家居,家居用品
3711,603555.SH,603555,*ST贵人,服饰
3712,603556.SH,603556,海兴电力,电器仪表
3713,603557.SH,603557,ST起步,服饰
3714,603558.SH,603558,健盛集团,纺织
3715,603559.SH,603559,中通国脉,通信设备
3716,603565.SH,603565,中谷物流,仓储物流
3717,603566.SH,603566,普莱柯,生物制药
3718,603567.SH,603567,珍宝岛,中成药
3719,603568.SH,603568,伟明环保,环境保护
3720,603569.SH,603569,长久物流,仓储物流
3721,603577.SH,603577,汇金通,钢加工
3722,603578.SH,603578,三星新材,玻璃
3723,603579.SH,603579,荣泰健康,医疗保健
3724,603580.SH,603580,艾艾精工,化工原料
3725,603583.SH,603583,捷昌驱动,电气设备
3726,603585.SH,603585,苏利股份,化工原料
3727,603586.SH,603586,金麒麟,汽车配件
3728,603587.SH,603587,地素时尚,服饰
3729,603588.SH,603588,高能环境,环境保护
3730,603589.SH,603589,口子窖,白酒
3731,603590.SH,603590,康辰药业,化学制药
3732,603595.SH,603595,东尼电子,元器件
3733,603596.SH,603596,伯特利,汽车配件
3734,603598.SH,603598,引力传媒,影视音像
3735,603599.SH,603599,广信股份,农药化肥
3736,603600.SH,603600,永艺股份,家居用品
3737,603601.SH,603601,再升科技,玻璃
3738,603602.SH,603602,纵横通信,通信设备
3739,603603.SH,603603,博天环境,环境保护
3740,603605.SH,603605,珀莱雅,日用化工
3741,603606.SH,603606,东方电缆,电气设备
3742,603607.SH,603607,京华激光,造纸
3743,603608.SH,603608,天创时尚,服饰
3744,603609.SH,603609,禾丰股份,饲料
3745,603610.SH,603610,麒盛科技,家居用品
3746,603611.SH,603611,诺力股份,运输设备
3747,603612.SH,603612,索通发展,矿物制品
3748,603613.SH,603613,国联股份,互联网
3749,603615.SH,603615,茶花股份,家居用品
3750,603616.SH,603616,韩建河山,其他建材
3751,603617.SH,603617,君禾股份,专用机械
3752,603618.SH,603618,杭电股份,电气设备
3753,603619.SH,603619,中曼石油,石油开采
3754,603626.SH,603626,科森科技,专用机械
3755,603628.SH,603628,清源股份,电气设备
3756,603629.SH,603629,利通电子,元器件
3757,603630.SH,603630,拉芳家化,日用化工
3758,603633.SH,603633,徕木股份,元器件
3759,603636.SH,603636,南威软件,软件服务
3760,603637.SH,603637,镇海股份,建筑工程
3761,603638.SH,603638,艾迪精密,专用机械
3762,603639.SH,603639,海利尔,农药化肥
3763,603648.SH,603648,畅联股份,仓储物流
3764,603650.SH,603650,彤程新材,化工原料
3765,603655.SH,603655,朗博科技,汽车配件
3766,603656.SH,603656,泰禾智能,专用机械
3767,603657.SH,603657,春光科技,家用电器
3768,603658.SH,603658,安图生物,医疗保健
3769,603659.SH,603659,璞泰来,化工原料
3770,603660.SH,603660,苏州科达,通信设备
3771,603661.SH,603661,恒林股份,家居用品
3772,603662.SH,603662,柯力传感,电器仪表
3773,603663.SH,603663,三祥新材,矿物制品
3774,603665.SH,603665,康隆达,纺织
3775,603666.SH,603666,亿嘉和,专用机械
3776,603667.SH,603667,五洲新春,机械基件
3777,603668.SH,603668,天马科技,饲料
3778,603669.SH,603669,灵康药业,化学制药
3779,603676.SH,603676,卫信康,化学制药
3780,603677.SH,603677,奇精机械,机械基件
3781,603678.SH,603678,火炬电子,元器件
3782,603679.SH,603679,华体科技,电气设备
3783,603680.SH,603680,今创集团,运输设备
3784,603681.SH,603681,永冠新材,化工原料
3785,603682.SH,603682,锦和商业,房产服务
3786,603683.SH,603683,晶华新材,化工原料
3787,603685.SH,603685,晨丰科技,电气设备
3788,603686.SH,603686,龙马环卫,环境保护
3789,603687.SH,603687,大胜达,广告包装
3790,603688.SH,603688,石英股份,矿物制品
3791,603689.SH,603689,皖天然气,供气供热
3792,603690.SH,603690,至纯科技,专用机械
3793,603693.SH,603693,江苏新能,新型电力
3794,603696.SH,603696,安记食品,食品
3795,603697.SH,603697,有友食品,食品
3796,603698.SH,603698,航天工程,专用机械
3797,603699.SH,603699,纽威股份,专用机械
3798,603700.SH,603700,宁水集团,电器仪表
3799,603701.SH,603701,德宏股份,汽车配件
3800,603703.SH,603703,盛洋科技,通信设备
3801,603706.SH,603706,东方环宇,供气供热
3802,603707.SH,603707,健友股份,化学制药
3803,603708.SH,603708,家家悦,超市连锁
3804,603709.SH,603709,中源家居,家居用品
3805,603711.SH,603711,香飘飘,软饮料
3806,603712.SH,603712,七一二,通信设备
3807,603713.SH,603713,密尔克卫,仓储物流
3808,603716.SH,603716,塞力医疗,医药商业
3809,603717.SH,603717,天域生态,环境保护
3810,603718.SH,603718,海利生物,生物制药
3811,603719.SH,603719,良品铺子,食品
3812,603721.SH,603721,中广天择,影视音像
3813,603722.SH,603722,阿科力,化工原料
3814,603725.SH,603725,天安新材,塑料
3815,603726.SH,603726,朗迪集团,机械基件
3816,603727.SH,603727,博迈科,石油开采
3817,603728.SH,603728,鸣志电器,电气设备
3818,603729.SH,603729,ST龙韵,广告包装
3819,603730.SH,603730,岱美股份,汽车配件
3820,603733.SH,603733,仙鹤股份,造纸
3821,603737.SH,603737,三棵树,染料涂料
3822,603738.SH,603738,泰晶科技,元器件
3823,603739.SH,603739,蔚蓝生物,农业综合
3824,603755.SH,603755,日辰股份,食品
3825,603757.SH,603757,大元泵业,专用机械
3826,603758.SH,603758,秦安股份,汽车配件
3827,603759.SH,603759,海天股份,水务
3828,603766.SH,603766,隆鑫通用,摩托车
3829,603767.SH,603767,中马传动,汽车配件
3830,603768.SH,603768,常青股份,汽车配件
3831,603773.SH,603773,沃格光电,元器件
3832,603776.SH,603776,永安行,公共交通
3833,603777.SH,603777,来伊份,食品
3834,603778.SH,603778,乾景园林,建筑工程
3835,603779.SH,603779,ST威龙,红黄酒
3836,603786.SH,603786,科博达,汽车配件
3837,603787.SH,603787,新日股份,摩托车
3838,603788.SH,603788,宁波高发,汽车配件
3839,603789.SH,603789,星光农机,农用机械
3840,603790.SH,603790,雅运股份,染料涂料
3841,603797.SH,603797,联泰环保,环境保护
3842,603798.SH,603798,康普顿,石油加工
3843,603799.SH,603799,华友钴业,小金属
3844,603800.SH,603800,道森股份,专用机械
3845,603801.SH,603801,志邦家居,家居用品
3846,603803.SH,603803,瑞斯康达,通信设备
3847,603806.SH,603806,福斯特,塑料
3848,603808.SH,603808,歌力思,服饰
3849,603809.SH,603809,豪能股份,汽车配件
3850,603810.SH,603810,丰山集团,农药化肥
3851,603811.SH,603811,诚意药业,化学制药
3852,603813.SH,603813,原尚股份,仓储物流
3853,603815.SH,603815,交建股份,建筑工程
3854,603816.SH,603816,顾家家居,家居用品
3855,603817.SH,603817,海峡环保,环境保护
3856,603818.SH,603818,曲美家居,家居用品
3857,603819.SH,603819,神力股份,电气设备
3858,603822.SH,603822,嘉澳环保,环境保护
3859,603823.SH,603823,百合花,染料涂料
3860,603825.SH,603825,华扬联众,互联网
3861,603826.SH,603826,坤彩科技,染料涂料
3862,603828.SH,603828,柯利达,装修装饰
3863,603829.SH,603829,洛凯股份,电气设备
3864,603833.SH,603833,欧派家居,家居用品
3865,603836.SH,603836,海程邦达,仓储物流
3866,603838.SH,603838,四通股份,陶瓷
3867,603839.SH,603839,安正时尚,服饰
3868,603843.SH,603843,正平股份,建筑工程
3869,603848.SH,603848,好太太,家居用品
3870,603855.SH,603855,华荣股份,专用机械
3871,603856.SH,603856,东宏股份,塑料
3872,603858.SH,603858,步长制药,中成药
3873,603859.SH,603859,能科股份,软件服务
3874,603860.SH,603860,中公高科,路桥
3875,603861.SH,603861,白云电器,电气设备
3876,603863.SH,603863,ST松炀,造纸
3877,603866.SH,603866,桃李面包,食品
3878,603867.SH,603867,新化股份,化工原料
3879,603868.SH,603868,飞科电器,家用电器
3880,603869.SH,603869,新智认知,软件服务
3881,603871.SH,603871,嘉友国际,仓储物流
3882,603876.SH,603876,鼎胜新材,铝
3883,603877.SH,603877,太平鸟,服饰
3884,603878.SH,603878,武进不锈,钢加工
3885,603879.SH,603879,永悦科技,化工原料
3886,603880.SH,603880,南卫股份,医疗保健
3887,603881.SH,603881,数据港,电信运营
3888,603882.SH,603882,金域医学,医疗保健
3889,603883.SH,603883,老百姓,医药商业
3890,603885.SH,603885,吉祥航空,空运
3891,603886.SH,603886,元祖股份,食品
3892,603887.SH,603887,城地香江,软件服务
3893,603888.SH,603888,新华网,互联网
3894,603889.SH,603889,新澳股份,纺织
3895,603890.SH,603890,春秋电子,元器件
3896,603893.SH,603893,瑞芯微,半导体
3897,603895.SH,603895,天永智能,专用机械
3898,603896.SH,603896,寿仙谷,中成药
3899,603897.SH,603897,长城科技,电气设备
3900,603898.SH,603898,好莱客,家居用品
3901,603899.SH,603899,晨光文具,文教休闲
